"id";"nome";"uf"
"1753";"BOQUIM";"SE"
"1872";"BOQUIRA";"BA"
"3339";"BORA";"SP"
"3340";"BORACEIA";"SP"
"88";"BORBA";"AM"
"3341";"BORBOREMA";"SP"
"1274";"BORBOREMA";"PB"
"2325";"BORDA DA MATA";"MG"
"3342";"BOREBI";"SP"
"3946";"BORRAZOPOLIS";"PR"
"4643";"BOSSOROCA";"RS"
"2326";"BOTELHOS";"MG"
"3343";"BOTUCATU";"SP"
"2327";"BOTUMIRIM";"MG"
"1873";"BOTUPORA";"BA"
"4345";"BOTUVERA";"SC"
"4346";"BRACO DO NORTE";"SC"
"4347";"BRACO DO TROMBUDO";"SC"
"4644";"BRAGA";"RS"
"175";"BRAGANCA";"PA"
"3344";"BRAGANCA PAULISTA";"SP"
"3947";"BRAGANEY";"PR"
"1656";"BRANQUINHA";"AL"
"2330";"BRAS PIRES";"MG"
"176";"BRASIL NOVO";"PA"
"5078";"BRASILANDIA";"MS"
"2328";"BRASILANDIA DE MINAS";"MG"
"3948";"BRASILANDIA DO SUL";"PR"
"336";"BRASILANDIA DO TOCANTINS";"TO"
"55";"BRASILEIA";"AC"
"700";"BRASILEIRA";"PI"
"5507";"BRASILIA";"DF"
"2329";"BRASILIA DE MINAS";"MG"
"5156";"BRASNORTE";"MT"
"2332";"BRASOPOLIS";"MG"
"3345";"BRAUNA";"SP"
"2331";"BRAUNAS";"MG"
"5301";"BRAZABRANTES";"GO"
"1486";"BREJAO";"PE"
"3104";"BREJETUBA";"ES"
"1487";"BREJINHO";"PE"
"1091";"BREJINHO";"RN"
"337";"BREJINHO DE NAZARE";"TO"
"486";"BREJO";"MA"
"3346";"BREJO ALEGRE";"SP"
"1488";"BREJO DA MADRE DE DEUS";"PE"
"487";"BREJO DE AREIA";"MA"
"1275";"BREJO DO CRUZ";"PB"
"701";"BREJO DO PIAUI";"PI"
"1276";"BREJO DOS SANTOS";"PB"
"1754";"BREJO GRANDE";"SE"
"177";"BREJO GRANDE DO ARAGUAIA";"PA"
"918";"BREJO SANTO";"CE"
"1874";"BREJOES";"BA"
"1875";"BREJOLANDIA";"BA"
"178";"BREU BRANCO";"PA"
"179";"BREVES";"PA"
"5302";"BRITANIA";"GO"
"4645";"BROCHIER";"RS"
"3347";"BRODOSQUI";"SP"
"3348";"BROTAS";"SP"
"1876";"BROTAS DE MACAUBAS";"BA"
"2333";"BRUMADINHO";"MG"
"1877";"BRUMADO";"BA"
"4348";"BRUNOPOLIS";"SC"
"4349";"BRUSQUE";"SC"
"2334";"BUENO BRANDAO";"MG"
"2335";"BUENOPOLIS";"MG"
"1489";"BUENOS AIRES";"PE"
"1878";"BUERAREMA";"BA"
"2336";"BUGRE";"MG"
"1490";"BUIQUE";"PE"
"56";"BUJARI";"AC"
"180";"BUJARU";"PA"
"3349";"BURI";"SP"
"3350";"BURITAMA";"SP"
"488";"BURITI";"MA"
"5303";"BURITI ALEGRE";"GO"
"489";"BURITI BRAVO";"MA"
"5304";"BURITI DE GOIAS";"GO"
"338";"BURITI DO TOCANTINS";"TO"
"702";"BURITI DOS LOPES";"PI"
"703";"BURITI DOS MONTES";"PI"
"490";"BURITICUPU";"MA"
"5305";"BURITINOPOLIS";"GO"
"1879";"BURITIRAMA";"BA"
"491";"BURITIRANA";"MA"
"28";"BURITIS";"RO"
"2337";"BURITIS";"MG"
"3351";"BURITIZAL";"SP"
"2338";"BURITIZEIRO";"MG"
"4646";"BUTIA";"RS"
"89";"CAAPIRANGA";"AM"
"1277";"CAAPORA";"PB"
"5079";"CAARAPO";"MS"
"1880";"CAATIBA";"BA"
"1278";"CABACEIRAS";"PB"
"1881";"CABACEIRAS DO PARAGUACU";"BA"
"2339";"CABECEIRA GRANDE";"MG"
"5306";"CABECEIRAS";"GO"
"704";"CABECEIRAS DO PIAUI";"PI"
"1279";"CABEDELO";"PB"
"3";"CABIXI";"RO"
"1491";"CABO DE SANTO AGOSTINHO";"PE"
"3178";"CABO FRIO";"RJ"
"2340";"CABO VERDE";"MG"
"3352";"CABRALIA PAULISTA";"SP"
"3353";"CABREUVA";"SP"
"1492";"CABROBO";"PE"
"4350";"CACADOR";"SC"
"3354";"CACAPAVA";"SP"
"4647";"CACAPAVA DO SUL";"RS"
"30";"CACAULANDIA";"RO"
"4648";"CACEQUI";"RS"
"5157";"CACERES";"MT"
"1882";"CACHOEIRA";"BA"
"5307";"CACHOEIRA ALTA";"GO"
"2341";"CACHOEIRA DA PRATA";"MG"
"5308";"CACHOEIRA DE GOIAS";"GO"
"2342";"CACHOEIRA DE MINAS";"MG"
"2265";"CACHOEIRA DE PAJEU";"MG"
"182";"CACHOEIRA DO ARARI";"PA"
"181";"CACHOEIRA DO PIRIA";"PA"
"4649";"CACHOEIRA DO SUL";"RS"
"1280";"CACHOEIRA DOS INDIOS";"PB"
"2343";"CACHOEIRA DOURADA";"MG"
"5309";"CACHOEIRA DOURADA";"GO"
"492";"CACHOEIRA GRANDE";"MA"
"3355";"CACHOEIRA PAULISTA";"SP"
"3179";"CACHOEIRAS DE MACACU";"RJ"
"4650";"CACHOEIRINHA";"RS"
"339";"CACHOEIRINHA";"TO"
"1493";"CACHOEIRINHA";"PE"
"3105";"CACHOEIRO DE ITAPEMIRIM";"ES"
"1281";"CACIMBA DE AREIA";"PB"
"1282";"CACIMBA DE DENTRO";"PB"
"1283";"CACIMBAS";"PB"
"1657";"CACIMBINHAS";"AL"
"4651";"CACIQUE DOBLE";"RS"
"4";"CACOAL";"RO"
"3356";"CACONDE";"SP"
"5310";"CACU";"GO"
"1883";"CACULE";"BA"
"1884";"CAEM";"BA"
"2344";"CAETANOPOLIS";"MG"
"1885";"CAETANOS";"BA"
"2345";"CAETE";"MG"
"1494";"CAETES";"PE"
"1886";"CAETITE";"BA"
"1887";"CAFARNAUM";"BA"
"3949";"CAFEARA";"PR"
"3950";"CAFELANDIA";"PR"
"3357";"CAFELANDIA";"SP"
"3951";"CAFEZAL DO SUL";"PR"
"3358";"CAIABU";"SP"
"2346";"CAIANA";"MG"
"5311";"CAIAPONIA";"GO"
"4652";"CAIBATE";"RS"
"4351";"CAIBI";"SC"
"4653";"CAICARA";"RS"
"1284";"CAICARA";"PB"
"1092";"CAICARA DO NORTE";"RN"
"1093";"CAICARA DO RIO DO VENTO";"RN"
"1094";"CAICO";"RN"
"3359";"CAIEIRAS";"SP"
"1888";"CAIRU";"BA"
"3360";"CAIUA";"SP"
"3361";"CAJAMAR";"SP"
"493";"CAJAPIO";"MA"
"494";"CAJARI";"MA"
"3362";"CAJATI";"SP"
"1285";"CAJAZEIRAS";"PB"
"705";"CAJAZEIRAS DO PIAUI";"PI"
"1286";"CAJAZEIRINHAS";"PB"
"3363";"CAJOBI";"SP"
"1658";"CAJUEIRO";"AL"
"706";"CAJUEIRO DA PRAIA";"PI"
"2347";"CAJURI";"MG"
"3364";"CAJURU";"SP"
"1495";"CALCADO";"PE"
"298";"CALCOENE";"AP"
"2348";"CALDAS";"MG"
"1287";"CALDAS BRANDAO";"PB"
"5312";"CALDAS NOVAS";"GO"
"5313";"CALDAZINHA";"GO"
"1889";"CALDEIRAO GRANDE";"BA"
"707";"CALDEIRAO GRANDE DO PIAUI";"PI"
"3952";"CALIFORNIA";"PR"
"4352";"CALMON";"SC"
"1496";"CALUMBI";"PE"
"1890";"CAMACAN";"BA"
"1891";"CAMACARI";"BA"
"2349";"CAMACHO";"MG"
"1288";"CAMALAU";"PB"
"1892";"CAMAMU";"BA"
"2350";"CAMANDUCAIA";"MG"
"5080";"CAMAPUA";"MS"
"4654";"CAMAQUA";"RS"
"1497";"CAMARAGIBE";"PE"
"4655";"CAMARGO";"RS"
"3953";"CAMBARA";"PR"
"4656";"CAMBARA DO SUL";"RS"
"3954";"CAMBE";"PR"
"3955";"CAMBIRA";"PR"
"4353";"CAMBORIU";"SC"
"3180";"CAMBUCI";"RJ"
"2351";"CAMBUI";"MG"
"2352";"CAMBUQUIRA";"MG"
"183";"CAMETA";"PA"
"919";"CAMOCIM";"CE"
"1498";"CAMOCIM DE SAO FELIX";"PE"
"2353";"CAMPANARIO";"MG"
"2354";"CAMPANHA";"MG"
"2355";"CAMPESTRE";"MG"
"1659";"CAMPESTRE";"AL"
"4657";"CAMPESTRE DA SERRA";"RS"
"5314";"CAMPESTRE DE GOIAS";"GO"
"495";"CAMPESTRE DO MARANHAO";"MA"
"3956";"CAMPINA DA LAGOA";"PR"
"4658";"CAMPINA DAS MISSOES";"RS"
"3365";"CAMPINA DO MONTE ALEGRE";"SP"
"3957";"CAMPINA DO SIMAO";"PR"
"1289";"CAMPINA GRANDE";"PB"
"3958";"CAMPINA GRANDE DO SUL";"PR"
"2356";"CAMPINA VERDE";"MG"
"5315";"CAMPINACU";"GO"
"5158";"CAMPINAPOLIS";"MT"
"3366";"CAMPINAS";"SP"
"708";"CAMPINAS DO PIAUI";"PI"
"4659";"CAMPINAS DO SUL";"RS"
"5316";"CAMPINORTE";"GO"
"4355";"CAMPO ALEGRE";"SC"
"1660";"CAMPO ALEGRE";"AL"
"5317";"CAMPO ALEGRE DE GOIAS";"GO"
"1893";"CAMPO ALEGRE DE LOURDES";"BA"
"709";"CAMPO ALEGRE DO FIDALGO";"PI"
"2357";"CAMPO AZUL";"MG"
"2358";"CAMPO BELO";"MG"
"4356";"CAMPO BELO DO SUL";"SC"
"4660";"CAMPO BOM";"RS"
"3959";"CAMPO BONITO";"PR"
"1755";"CAMPO DO BRITO";"SE"
"2359";"CAMPO DO MEIO";"MG"
"3960";"CAMPO DO TENENTE";"PR"
"4357";"CAMPO ERE";"SC"
"2360";"CAMPO FLORIDO";"MG"
"1894";"CAMPO FORMOSO";"BA"
"1661";"CAMPO GRANDE";"AL"
"5081";"CAMPO GRANDE";"MS"
"710";"CAMPO GRANDE DO PIAUI";"PI"
"3961";"CAMPO LARGO";"PR"
"711";"CAMPO LARGO DO PIAUI";"PI"
"3367";"CAMPO LIMPO PAULISTA";"SP"
"3962";"CAMPO MAGRO";"PR"
"712";"CAMPO MAIOR";"PI"
"3963";"CAMPO MOURAO";"PR"
"4661";"CAMPO NOVO";"RS"
"31";"CAMPO NOVO DE RONDONIA";"RO"
"5159";"CAMPO NOVO DO PARECIS";"MT"
"1095";"CAMPO REDONDO";"RN"
"5160";"CAMPO VERDE";"MT"
"2361";"CAMPOS ALTOS";"MG"
"5318";"CAMPOS BELOS";"GO"
"4662";"CAMPOS BORGES";"RS"
"5161";"CAMPOS DE JULIO";"MT"
"3368";"CAMPOS DO JORDAO";"SP"
"3183";"CAMPOS DOS GOYTACAZES";"RJ"
"2362";"CAMPOS GERAIS";"MG"
"340";"CAMPOS LINDOS";"TO"
"4358";"CAMPOS NOVOS";"SC"
"3369";"CAMPOS NOVOS PAULISTA";"SP"
"920";"CAMPOS SALES";"CE"
"5319";"CAMPOS VERDES";"GO"
"1499";"CAMUTANGA";"PE"
"2365";"CANA VERDE";"MG"
"2363";"CANAA";"MG"
"184";"CANAA DOS CARAJAS";"PA"
"5162";"CANABRAVA DO NORTE";"MT"
"3370";"CANANEIA";"SP"
"1662";"CANAPI";"AL"
"1895";"CANAPOLIS";"BA"
"2364";"CANAPOLIS";"MG"
"1896";"CANARANA";"BA"
"5163";"CANARANA";"MT"
"3371";"CANAS";"SP"
"713";"CANAVIEIRA";"PI"
"1897";"CANAVIEIRAS";"BA"
"1898";"CANDEAL";"BA"
"2366";"CANDEIAS";"MG"
"1899";"CANDEIAS";"BA"
"32";"CANDEIAS DO JAMARI";"RO"
"4663";"CANDELARIA";"RS"
"1900";"CANDIBA";"BA"
"3964";"CANDIDO DE ABREU";"PR"
"4664";"CANDIDO GODOI";"RS"
"496";"CANDIDO MENDES";"MA"
"3372";"CANDIDO MOTA";"SP"
"3373";"CANDIDO RODRIGUES";"SP"
"1901";"CANDIDO SALES";"BA"
"4665";"CANDIOTA";"RS"
"3965";"CANDOI";"PR"
"4666";"CANELA";"RS"
"4359";"CANELINHA";"SC"
"1096";"CANGUARETAMA";"RN"
"4667";"CANGUCU";"RS"
"1756";"CANHOBA";"SE"
"1500";"CANHOTINHO";"PE"
"921";"CANINDE";"CE"
"1757";"CANINDE DE SAO FRANCISCO";"SE"
"3374";"CANITAR";"SP"
"4668";"CANOAS";"RS"
"4360";"CANOINHAS";"SC"
"1902";"CANSANCAO";"BA"
"141";"CANTA";"RR"
"3966";"CANTAGALO";"PR"
"2367";"CANTAGALO";"MG"
"3184";"CANTAGALO";"RJ"
"497";"CANTANHEDE";"MA"
"714";"CANTO DO BURITI";"PI"
"1903";"CANUDOS";"BA"
"90";"CANUTAMA";"AM"
"3967";"CAPANEMA";"PR"
"185";"CAPANEMA";"PA"
"4354";"CAPAO ALTO";"SC"
"3375";"CAPAO BONITO";"SP"
"4669";"CAPAO DA CANOA";"RS"
"4670";"CAPAO DO LEAO";"RS"
"2368";"CAPARAO";"MG"
"1758";"CAPELA";"SE"
"1663";"CAPELA";"AL"
"4672";"CAPELA DE SANTANA";"RS"
"3376";"CAPELA DO ALTO";"SP"
"1904";"CAPELA DO ALTO ALEGRE";"BA"
"2369";"CAPELA NOVA";"MG"
"2370";"CAPELINHA";"MG"
"2371";"CAPETINGA";"MG"
"1290";"CAPIM";"PB"
"2372";"CAPIM BRANCO";"MG"
"1905";"CAPIM GROSSO";"BA"
"2373";"CAPINOPOLIS";"MG"
"4361";"CAPINZAL";"SC"
"498";"CAPINZAL DO NORTE";"MA"
"922";"CAPISTRANO";"CE"
"4673";"CAPITAO";"RS"
"2374";"CAPITAO ANDRADE";"MG"
"715";"CAPITAO DE CAMPOS";"PI"
"2375";"CAPITAO ENEAS";"MG"
"716";"CAPITAO GERVASIO OLIVEIRA";"PI"
"3968";"CAPITAO LEONIDAS MARQUES";"PR"
"186";"CAPITAO POCO";"PA"
"2376";"CAPITOLIO";"MG"
"3377";"CAPIVARI";"SP"
"4362";"CAPIVARI DE BAIXO";"SC"
"4671";"CAPIVARI DO SUL";"RS"
"57";"CAPIXABA";"AC"
"1501";"CAPOEIRAS";"PE"
"2377";"CAPUTIRA";"MG"
"4675";"CARAA";"RS"
"142";"CARACARAI";"RR"
"5082";"CARACOL";"MS"
"717";"CARACOL";"PI"
"3378";"CARAGUATATUBA";"SP"
"2378";"CARAI";"MG"
"1906";"CARAIBAS";"BA"
"3969";"CARAMBEI";"PR"
"2379";"CARANAIBA";"MG"
"2380";"CARANDAI";"MG"
"2381";"CARANGOLA";"MG"
"3181";"CARAPEBUS";"RJ"
"3379";"CARAPICUIBA";"SP"
"2382";"CARATINGA";"MG"
"91";"CARAUARI";"AM"
"1097";"CARAUBAS";"RN"
"1291";"CARAUBAS";"PB"
"718";"CARAUBAS DO PIAUI";"PI"
"1907";"CARAVELAS";"BA"
"4674";"CARAZINHO";"RS"
"2383";"CARBONITA";"MG"
"1908";"CARDEAL DA SILVA";"BA"
"3380";"CARDOSO";"SP"
"3185";"CARDOSO MOREIRA";"RJ"
"2384";"CAREACU";"MG"
"92";"CAREIRO";"AM"
"93";"CAREIRO DA VARZEA";"AM"
"3106";"CARIACICA";"ES"
"923";"CARIDADE";"CE"
"719";"CARIDADE DO PIAUI";"PI"
"1909";"CARINHANHA";"BA"
"1759";"CARIRA";"SE"
"924";"CARIRE";"CE"
"341";"CARIRI DO TOCANTINS";"TO"
"925";"CARIRIACU";"CE"
"926";"CARIUS";"CE"
"5164";"CARLINDA";"MT"
"3970";"CARLOPOLIS";"PR"
"4676";"CARLOS BARBOSA";"RS"
"2385";"CARLOS CHAGAS";"MG"
"4677";"CARLOS GOMES";"RS"
"2386";"CARMESIA";"MG"
"3186";"CARMO";"RJ"
"2387";"CARMO DA CACHOEIRA";"MG"
"2388";"CARMO DA MATA";"MG"
"2389";"CARMO DE MINAS";"MG"
"2390";"CARMO DO CAJURU";"MG"
"2391";"CARMO DO PARANAIBA";"MG"
"2392";"CARMO DO RIO CLARO";"MG"
"5320";"CARMO DO RIO VERDE";"GO"
"342";"CARMOLANDIA";"TO"
"1760";"CARMOPOLIS";"SE"
"2393";"CARMOPOLIS DE MINAS";"MG"
"1502";"CARNAIBA";"PE"
"1098";"CARNAUBA DOS DANTAS";"RN"
"1099";"CARNAUBAIS";"RN"
"927";"CARNAUBAL";"CE"
"1503";"CARNAUBEIRA DA PENHA";"PE"
"2394";"CARNEIRINHO";"MG"
"1664";"CARNEIROS";"AL"
"143";"CAROEBE";"RR"
"499";"CAROLINA";"MA"
"1504";"CARPINA";"PE"
"2395";"CARRANCAS";"MG"
"1292";"CARRAPATEIRA";"PB"
"343";"CARRASCO BONITO";"TO"
"1505";"CARUARU";"PE"
"500";"CARUTAPERA";"MA"
"2396";"CARVALHOPOLIS";"MG"
"2397";"CARVALHOS";"MG"
"3381";"CASA BRANCA";"SP"
"2398";"CASA GRANDE";"MG"
"1910";"CASA NOVA";"BA"
"4678";"CASCA";"RS"
"2399";"CASCALHO RICO";"MG"
"3971";"CASCAVEL";"PR"
"928";"CASCAVEL";"CE"
"344";"CASEARA";"TO"
"4679";"CASEIROS";"RS"
"3187";"CASIMIRO DE ABREU";"RJ"
"1506";"CASINHAS";"PE"
"1293";"CASSERENGUE";"PB"
"2400";"CASSIA";"MG"
"3382";"CASSIA DOS COQUEIROS";"SP"
"5083";"CASSILANDIA";"MS"
"187";"CASTANHAL";"PA"
"5165";"CASTANHEIRA";"MT"
"33";"CASTANHEIRAS";"RO"
"5321";"CASTELANDIA";"GO"
"3107";"CASTELO";"ES"
"720";"CASTELO DO PIAUI";"PI"
"3383";"CASTILHO";"SP"
"3972";"CASTRO";"PR"
"1911";"CASTRO ALVES";"BA"
"2402";"CATAGUASES";"MG"
"5322";"CATALAO";"GO"
"3384";"CATANDUVA";"SP"
"3973";"CATANDUVAS";"PR"
"4363";"CATANDUVAS";"SC"
"929";"CATARINA";"CE"
"2403";"CATAS ALTAS";"MG"
"2404";"CATAS ALTAS DA NORUEGA";"MG"
"1507";"CATENDE";"PE"
"3385";"CATIGUA";"SP"
"1294";"CATINGUEIRA";"PB"
"1912";"CATOLANDIA";"BA"
"1295";"CATOLE DO ROCHA";"PB"
"1913";"CATU";"BA"
"4680";"CATUIPE";"RS"
"2405";"CATUJI";"MG"
"930";"CATUNDA";"CE"
"5323";"CATURAI";"GO"
"1914";"CATURAMA";"BA"
"1296";"CATURITE";"PB"
"2406";"CATUTI";"MG"
"931";"CAUCAIA";"CE"
"5324";"CAVALCANTE";"GO"
"2407";"CAXAMBU";"MG"
"4364";"CAXAMBU DO SUL";"SC"
"501";"CAXIAS";"MA"
"4681";"CAXIAS DO SUL";"RS"
"721";"CAXINGO";"PI"
"1100";"CEARA-MIRIM";"RN"
"3386";"CEDRAL";"SP"
"502";"CEDRAL";"MA"
"932";"CEDRO";"CE"
"1508";"CEDRO";"PE"
"1761";"CEDRO DE SAO JOAO";"SE"
"2408";"CEDRO DO ABAETE";"MG"
"4365";"CELSO RAMOS";"SC"
"4682";"CENTENARIO";"RS"
"345";"CENTENARIO";"TO"
"3974";"CENTENARIO DO SUL";"PR"
"1915";"CENTRAL";"BA"
"2409";"CENTRAL DE MINAS";"MG"
"503";"CENTRAL DO MARANHAO";"MA"
"2410";"CENTRALINA";"MG"
"504";"CENTRO DO GUILHERME";"MA"
"505";"CENTRO NOVO DO MARANHAO";"MA"
"5";"CEREJEIRAS";"RO"
"5325";"CERES";"GO"
"3387";"CERQUEIRA CESAR";"SP"
"3388";"CERQUILHO";"SP"
"4683";"CERRITO";"RS"
"3975";"CERRO AZUL";"PR"
"4684";"CERRO BRANCO";"RS"
"1101";"CERRO CORA";"RN"
"4685";"CERRO GRANDE";"RS"
"4686";"CERRO GRANDE DO SUL";"RS"
"4687";"CERRO LARGO";"RS"
"4366";"CERRO NEGRO";"SC"
"3389";"CESARIO LANGE";"SP"
"3976";"CEU AZUL";"PR"
"5326";"CEZARINA";"GO"
"1509";"CHA DE ALEGRIA";"PE"
"1510";"CHA GRANDE";"PE"
"1665";"CHA PRETA";"AL"
"2411";"CHACARA";"MG"
"2412";"CHALE";"MG"
"4688";"CHAPADA";"RS"
"347";"CHAPADA DA NATIVIDADE";"TO"
"346";"CHAPADA DE AREIA";"TO"
"2413";"CHAPADA DO NORTE";"MG"
"5166";"CHAPADA DOS GUIMARAES";"MT"
"2414";"CHAPADA GAUCHA";"MG"
"5327";"CHAPADAO DO CEU";"GO"
"4367";"CHAPADAO DO LAGEADO";"SC"
"5084";"CHAPADAO DO SUL";"MS"
"506";"CHAPADINHA";"MA"
"4368";"CHAPECO";"SC"
"3390";"CHARQUEADA";"SP"
"4689";"CHARQUEADAS";"RS"
"4690";"CHARRUA";"RS"
"933";"CHAVAL";"CE"
"3901";"CHAVANTES";"SP"
"188";"CHAVES";"PA"
"2415";"CHIADOR";"MG"
"4691";"CHIAPETA";"RS"
"3977";"CHOPINZINHO";"PR"
"934";"CHORO";"CE"
"935";"CHOROZINHO";"CE"
"1916";"CHORROCHO";"BA"
"4692";"CHUI";"RS"
"34";"CHUPINGUAIA";"RO"
"4693";"CHUVISCA";"RS"
"3978";"CIANORTE";"PR"
"1917";"CICERO DANTAS";"BA"
"3979";"CIDADE GAUCHA";"PR"
"5328";"CIDADE OCIDENTAL";"GO"
"507";"CIDELANDIA";"MA"
"4694";"CIDREIRA";"RS"
"1918";"CIPO";"BA"
"2416";"CIPOTANEA";"MG"
"4695";"CIRIACO";"RS"
"2417";"CLARAVAL";"MG"
"2418";"CLARO DOS POCOES";"MG"
"5167";"CLAUDIA";"MT"
"2419";"CLAUDIO";"MG"
"3391";"CLEMENTINA";"SP"
"3980";"CLEVELANDIA";"PR"
"1919";"COARACI";"BA"
"94";"COARI";"AM"
"722";"COCAL";"PI"
"723";"COCAL DE TELHA";"PI"
"4369";"COCAL DO SUL";"SC"
"724";"COCAL DOS ALVES";"PI"
"5168";"COCALINHO";"MT"
"5329";"COCALZINHO DE GOIAS";"GO"
"1920";"COCOS";"BA"
"95";"CODAJAS";"AM"
"508";"CODO";"MA"
"509";"COELHO NETO";"MA"
"2420";"COIMBRA";"MG"
"1666";"COITE DO NOIA";"AL"
"725";"COIVARAS";"PI"
"189";"COLARES";"PA"
"3108";"COLATINA";"ES"
"5169";"COLIDER";"MT"
"3392";"COLINA";"SP"
"4696";"COLINAS";"RS"
"510";"COLINAS";"MA"
"5330";"COLINAS DO SUL";"GO"
"348";"COLINAS DO TOCANTINS";"TO"
"407";"COLMEIA";"TO"
"3393";"COLOMBIA";"SP"
"3981";"COLOMBO";"PR"
"726";"COLONIA DO GURGUEIA";"PI"
"727";"COLONIA DO PIAUI";"PI"
"1667";"COLONIA LEOPOLDINA";"AL"
"4697";"COLORADO";"RS"
"3982";"COLORADO";"PR"
"6";"COLORADO DO OESTE";"RO"
"2421";"COLUNA";"MG"
"349";"COMBINADO";"TO"
"2422";"COMENDADOR GOMES";"MG"
"3182";"COMENDADOR LEVY GASPARIAN";"RJ"
"2423";"COMERCINHO";"MG"
"5170";"COMODORO";"MT"
"1297";"CONCEICAO";"PB"
"2424";"CONCEICAO DA APARECIDA";"MG"
"3109";"CONCEICAO DA BARRA";"ES"
"2401";"CONCEICAO DA BARRA DE MIN";"MG"
"1921";"CONCEICAO DA FEIRA";"BA"
"2426";"CONCEICAO DAS ALAGOAS";"MG"
"2425";"CONCEICAO DAS PEDRAS";"MG"
"2427";"CONCEICAO DE IPANEMA";"MG"
"3188";"CONCEICAO DE MACABU";"RJ"
"1922";"CONCEICAO DO ALMEIDA";"BA"
"190";"CONCEICAO DO ARAGUAIA";"PA"
"728";"CONCEICAO DO CANINDE";"PI"
"3110";"CONCEICAO DO CASTELO";"ES"
"1923";"CONCEICAO DO COITE";"BA"
"1924";"CONCEICAO DO JACUIPE";"BA"
"511";"CONCEICAO DO LAGO-ACU";"MA"
"2428";"CONCEICAO DO MATO DENTRO";"MG"
"2429";"CONCEICAO DO PARA";"MG"
"2430";"CONCEICAO DO RIO VERDE";"MG"
"350";"CONCEICAO DO TOCANTINS";"TO"
"2431";"CONCEICAO DOS OUROS";"MG"
"3394";"CONCHAL";"SP"
"3395";"CONCHAS";"SP"
"4370";"CONCORDIA";"SC"
"191";"CONCORDIA DO PARA";"PA"
"1298";"CONDADO";"PB"
"1511";"CONDADO";"PE"
"1925";"CONDE";"BA"
"1299";"CONDE";"PB"
"1926";"CONDEUBA";"BA"
"4698";"CONDOR";"RS"
"2432";"CONEGO MARINHO";"MG"
"2433";"CONFINS";"MG"
"5171";"CONFRESA";"MT"
"1300";"CONGO";"PB"
"2434";"CONGONHAL";"MG"
"2435";"CONGONHAS";"MG"
"2436";"CONGONHAS DO NORTE";"MG"
"3983";"CONGONHINHAS";"PR"
"2437";"CONQUISTA";"MG"
"2438";"CONSELHEIRO LAFAIETE";"MG"
"3984";"CONSELHEIRO MAIRINCK";"PR"
"2439";"CONSELHEIRO PENA";"MG"
"2440";"CONSOLACAO";"MG"
"4699";"CONSTANTINA";"RS"
"2441";"CONTAGEM";"MG"
"3985";"CONTENDA";"PR"
"1927";"CONTENDAS DO SINCORA";"BA"
"2442";"COQUEIRAL";"MG"
"1668";"COQUEIRO SECO";"AL"
"4700";"COQUEIROS DO SUL";"RS"
"2443";"CORACAO DE JESUS";"MG"
"1928";"CORACAO DE MARIA";"BA"
"3986";"CORBELIA";"PR"
"3189";"CORDEIRO";"RJ"
"3396";"CORDEIROPOLIS";"SP"
"1929";"CORDEIROS";"BA"
"4371";"CORDILHEIRA ALTA";"SC"
"2444";"CORDISBURGO";"MG"
"2445";"CORDISLANDIA";"MG"
"936";"COREAU";"CE"
"1301";"COREMAS";"PB"
"5085";"CORGUINHO";"MS"
"1930";"CORIBE";"BA"
"2446";"CORINTO";"MG"
"3987";"CORNELIO PROCOPIO";"PR"
"2447";"COROACI";"MG"
"3397";"COROADOS";"SP"
"512";"COROATA";"MA"
"2448";"COROMANDEL";"MG"
"4701";"CORONEL BARROS";"RS"
"4702";"CORONEL BICACO";"RS"
"3988";"CORONEL DOMINGOS SOARES";"PR"
"1102";"CORONEL EZEQUIEL";"RN"
"2449";"CORONEL FABRICIANO";"MG"
"4372";"CORONEL FREITAS";"SC"
"1103";"CORONEL JOAO PESSOA";"RN"
"1931";"CORONEL JOAO SA";"BA"
"729";"CORONEL JOSE DIAS";"PI"
"3398";"CORONEL MACEDO";"SP"
"4373";"CORONEL MARTINS";"SC"
"2450";"CORONEL MURTA";"MG"
"2451";"CORONEL PACHECO";"MG"
"5086";"CORONEL SAPUCAIA";"MS"
"3989";"CORONEL VIVIDA";"PR"
"2452";"CORONEL XAVIER CHAVES";"MG"
"2453";"CORREGO DANTA";"MG"
"2454";"CORREGO DO BOM JESUS";"MG"
"5331";"CORREGO DO OURO";"GO"
"2455";"CORREGO FUNDO";"MG"
"2456";"CORREGO NOVO";"MG"
"4375";"CORREIA PINTO";"SC"
"730";"CORRENTE";"PI"
"1512";"CORRENTES";"PE"
"1932";"CORRENTINA";"BA"
"1513";"CORTES";"PE"
"5087";"CORUMBA";"MS"
"5332";"CORUMBA DE GOIAS";"GO"
"5333";"CORUMBAIBA";"GO"
"3399";"CORUMBATAI";"SP"
"3990";"CORUMBATAI DO SUL";"PR"
"7";"CORUMBIARA";"RO"
"4374";"CORUPA";"SC"
"1669";"CORURIPE";"AL"
"3400";"COSMOPOLIS";"SP"
"3401";"COSMORAMA";"SP"
"8";"COSTA MARQUES";"RO"
"5088";"COSTA RICA";"MS"
"1933";"COTEGIPE";"BA"
"3402";"COTIA";"SP"
"4703";"COTIPORA";"RS"
"5172";"COTRIGUACU";"MT"
"351";"COUTO DE MAGALHAES";"TO"
"2457";"COUTO DE MAGALHAES DE MIN";"MG"
"4704";"COXILHA";"RS"
